10347	10349
10347	10348
10557	10134
10557	12137
10557	11233
10557	10865
10557	10772
10558	10772
10348	10347
10348	10350
10349	10348
1035	1105
1035	834
10350	10348
10350	10349
10351	10334
10352	11269
1056	761
1056	924
1056	1233
1056	1228
1056	1207
1056	1105
1056	1077
1056	1042
1056	998
1056	919
1056	917
1056	916
1056	892
1056	887
1056	885
1056	865
1056	853
1056	835
1056	834
1056	801
1056	789
1056	767
10560	10772
10561	11366
10353	10361
10355	10772
56659	89530
56660	75988
56662	92397
56669	87232
56670	57100
56670	71585
56670	79020
56670	81333
56670	85718
56670	87736
56670	89177
56671	56670
56671	77989
56678	48176
56679	79626
56679	52066
65065	93840
65066	96285
56878	97972
56878	76736
56878	64678
5688	5685
5688	5687
5688	3733
5688	5635
5688	5684
56886	82892
56886	68665
56891	73191
56687	48176
5669	9349
56691	48176
56693	76720
56693	63146
56696	56693
56704	50189
56704	79868
56704	85709
56704	92619
56898	51151
56898	75096
56898	77154
56902	60844
56903	76613
56918	72020
56936	95130
56712	99544
56712	74522
56950	47764
56953	93592
56953	76257
56953	76554
56953	79699
56953	79910
56953	79911
56953	81794
56953	88166
56953	90653
56953	90943
56953	74238
56953	93593
56953	93594
56953	93595
56953	93596
56953	93597
56953	93598
56953	93599
56953	93607
56953	93608
56953	69857
56953	51061
56953	57170
56953	61562
56953	64325
56953	64341
56953	68587
56953	69170
56953	69851
56953	69856
56953	69858
56953	69868
56953	69872
56953	69877
56953	69879
56953	69883
56953	69897
56953	71329
56953	72894
56953	93617
56953	97951
56953	93635
56953	93637
56953	93638
56953	93643
56953	93682
56953	94401
56953	97936
56953	99395
56953	99687
5696	9624
56961	79636
56963	58453
56965	53441
56965	56372
56972	63319
56972	93018
56973	56985
64741	97556
64743	59741
64752	58802
64772	51989
64774	78983
64775	64019
64778	60555
64785	64784
85715	64445
85718	62025
85718	86906
85718	87627
85723	99509
85724	99509
85310	98499
85315	95929
8532	5325
8532	4059
85326	98461
8533	5582
8533	5841
8533	5554
8533	4502
8533	4126
85506	81451
85506	81450
85512	54582
85513	64526
85513	79141
85514	64526
85517	96572
85517	61382
8555	1901
85550	66883
85550	71892
85550	77242
85550	90981
85550	64650
85553	58556
85332	78616
8534	3565
85340	62020
85341	49342
85343	95569
85525	53120
85733	81736
85733	99509
8574	8542
8574	5675
85350	98110
85351	54393
85565	64526
85535	48176
85537	71314
85537	64507
85545	48596
85546	48876
85579	85651
85581	97583
85581	50436
85355	49268
85364	73679
85753	64526
85753	79141
85371	99183
85371	97227
85582	85375
85584	94740
85584	85583
47259	47325
47259	46855
47259	46778
47259	46632
47259	46597
47259	45401
47259	44915
47259	44660
47259	44594
47259	16830
47259	16366
4726	1592
47262	44716
46867	45862
46867	16879
46868	16823
46868	44266
46868	46632
46868	47265
46868	47266
46869	45925
46869	46022
46869	46087
46869	46212
46869	46724
46869	45354
46869	24510
46869	15721
46869	16203
46869	16489
46869	16823
46869	16876
46869	17723
46869	18972
46869	19081
46869	19088
46869	21050
46869	24617
46869	24644
46869	27477
46869	31548
46869	35012
46869	15708
46869	36511
46869	44206
46869	44586
46869	44594
46869	44876
46870	46724
46871	47269
46871	47266
46871	46525
46871	45370
46871	44648
46871	44266
46872	47265
46874	16390
46874	16823
46874	44569
46874	44789
46874	45660
46874	46865
46874	46906
46874	46903
46875	16136
46875	16726
46875	44266
46875	44488
46875	44558
46875	44578
46875	44660
46875	45278
46875	45401
46875	46632
46875	46855
46875	46879
46875	47266
46876	16945
46877	15758
46877	45401
46877	15878
46877	16136
46877	16156
46877	16418
46877	16718
46877	44206
46877	44266
46877	44700
46877	45311
46877	45458
46877	46044
46877	46632
46877	47266
46878	46632
46878	16136
46878	44266
46878	45401
46878	47266
46879	15754
46879	16203
46879	16823
46879	44060
46879	44107
46879	44206
46879	46126
46879	46632
46879	46724
46879	46752
46879	46916
46879	47156
46880	46832
46880	46064
46880	44206
46880	45661
46881	47266
46881	16222
46881	15667
46881	16823
46881	44060
46881	44266
46881	44594
46881	45401
46881	45660
46881	46632
46881	46777
46883	46632
46883	45553
46883	44594
46884	45707
46887	16450
46888	46632
46888	46950
46888	15693
46888	46197
46888	46221
46888	16203
46888	16481
46888	16659
46888	16823
46888	17065
46888	43775
46888	44206
46888	44506
46888	45192
46888	45683
46889	15574
46889	46855
46889	46987
46889	47283
46890	47266
46890	47265
46890	46632
46890	46265
46890	45401
46890	44266
46891	47265
46891	46632
46893	16823
46893	15705
46893	16327
46893	16366
46893	16477
46893	44206
46893	45192
46893	45524
46893	46724
46894	45457
46894	43957
46894	44206
46894	44423
46894	44425
46894	44492
46894	44594
46894	44618
46894	45023
46894	45105
46894	43828
46894	45643
46894	45670
46894	45962
46894	46724
46894	47009
46894	23608
46894	15823
46894	16075
46894	16366
46894	16477
46894	16478
46894	17051
46894	17200
46894	17572
46894	28962
46894	28966
46894	32239
46894	32481
46894	41046
46894	41456
46894	43748
46894	43803
46895	16203
46895	45023
46895	16823
46895	43748
46895	44423
46895	44594
46895	15823
46896	45648
46896	45696
46896	16718
46896	44206
46896	15740
46896	17065
46896	44781
46896	15656
46896	44655
46896	44492
46896	44583
46896	15655
46896	16337
46896	44459
46896	47271
46896	15714
46896	15662
46896	44594
46896	45855
46896	43907
46896	16994
46896	45953
46896	45227
46896	15957
46896	45192
46897	16823
46897	16366
46898	16136
46898	46632
46898	44660
46898	27231
46898	45278
46898	46879
46901	16156
46901	46855
46901	16823
46901	16722
46901	15572
46902	16823
46903	46874
46903	16823
46903	46934
46903	15643
46903	46865
46903	47359
46903	45660
46903	43782
46903	44569
46903	16390
46903	44789
47263	44206
47264	46632
47265	44569
47265	16492
47265	16823
47265	44206
47265	44789
47265	45409
47265	46057
47265	46322
47265	46724
47266	46855
47266	46076
47266	44266
47266	44265
47266	44206
47266	16823
47266	15797
47266	46724
47267	47271
47267	46347
47267	46073
47267	46059
47267	44594
47268	16726
47268	47258
47268	44206
47269	45979
47269	19056
47269	16823
47269	16398
47269	15966
47269	44206
47271	47273
47271	46981
47271	46892
47271	45105
47271	46855
47271	46221
47271	15710
47271	15777
47271	16156
47271	16161
47271	16183
47271	16526
47271	16823
47271	43981
47271	44193
47271	44206
47271	44971
47271	45401
47271	45746
47271	46086
47271	46087
47271	46197
47271	46398
47272	43785
47272	44715
47272	16975
46906	17065
46906	46903
46906	46874
46906	44789
46906	44206
46906	16823
46906	45967
46906	44877
46906	44569
46907	16500
46910	46632
46911	16105
46911	46632
46911	15936
46912	46452
46912	44764
46912	46632
46912	15962
46912	46879
46913	16726
46913	46835
46913	46855
46913	47359
46914	47265
46914	46632
46914	44266
46914	16483
46914	47266
46916	16396
46916	44206
46916	44492
46916	45395
46916	46398
46916	47081
46917	15662
46917	16337
46917	16729
46917	44206
46917	44304
46917	44361
46917	44594
46917	44705
46917	44758
46917	45192
46917	45506
46917	46632
46917	46792
46917	46794
46917	46855
46917	47324
46917	44712
46918	47358
46918	46832
46918	45643
46918	25501
46921	15614
46921	16136
46921	16146
46921	16155
46921	16366
46921	16726
46921	44266
46921	45552
46921	45937
46921	46632
46921	47266
46922	16823
46923	43874
46926	90247
46928	45557
46928	16052
46929	16131
46930	45567
46930	45401
46930	44594
46930	44206
46930	16823
46931	16658
46931	43907
46931	44168
46931	15719
46931	46087
46931	47271
46931	47266
46931	46962
46931	46937
46931	46605
46931	44206
46931	45970
